2.3129651e+09	-62.970669	-63.768341	8.2637196
2.3130309e+09	-62.969139	-64.185623	6.953001
2.313097e+09	-62.96714	-63.86359	7.300231
2.313164e+09	-62.965969	-63.83773	9.2997704
2.3132301e+09	-62.964218	-63.924389	7.5821619
2.3132959e+09	-62.962891	-63.86562	7.631114
2.3133619e+09	-62.961571	-63.438541	8.2758942
2.313428e+09	-62.960018	-63.850231	7.9497862
2.313494e+09	-62.957378	-63.94944	6.9734869
2.3135601e+09	-62.95657	-63.402561	8.2477493
2.3136261e+09	-62.95541	-63.73185	8.8977137
2.3136919e+09	-62.954041	-63.55862	5.315321
2.313758e+09	-62.952259	-63.807678	9.9858093
2.313825e+09	-62.950771	-63.681999	9.7689943
2.3138911e+09	-62.94931	-63.571281	7.2365489
2.3139571e+09	-62.947369	-63.611759	7.0778689
2.3140229e+09	-62.946152	-63.69059	7.3665938
2.314089e+09	-62.945148	-63.91972	8.7362261
2.314155e+09	-62.943241	-63.640911	7.692225
2.3142211e+09	-62.942032	-63.61562	7.6345758
2.3142871e+09	-62.939651	-63.571331	7.944756
2.3143529e+09	-62.93821	-63.475681	8.5923338
2.3144189e+09	-62.937012	-63.548222	7.4774289
2.314486e+09	-62.934559	-63.83152	7.1414881
2.3145521e+09	-62.934059	-63.762878	7.2399139
2.3146181e+09	-62.931938	-63.54348	5.4522562
2.3146839e+09	-62.92997	-63.552361	7.6951489
2.31475e+09	-62.928551	-64.004822	8.1909561
2.314816e+09	-62.927841	-63.544418	7.113533
2.314882e+09	-62.925739	-63.630611	7.0444341
2.3149481e+09	-62.924171	-63.670269	8.2876968
2.3150139e+09	-62.922001	-63.840511	6.3681049
2.3150799e+09	-62.920502	-63.58968	5.9436092
2.315146e+09	-62.918381	-63.52951	9.8487473
2.3152131e+09	-62.917011	-63.66478	6.5518861
2.3152791e+09	-62.91555	-63.623112	7.358108
2.3153449e+09	-62.913139	-63.638191	7.3928041
2.3154109e+09	-62.911671	-63.660858	8.7060661
2.315477e+09	-62.910191	-63.453259	8.2059183
2.315543e+09	-62.908039	-63.661819	6.7786541
2.3156091e+09	-62.906651	-63.68663	5.8912048
2.3156749e+09	-62.90514	-63.666351	9.7213898
2.3157409e+09	-62.90308	-63.811119	7.4354172
2.315807e+09	-62.901161	-63.760872	6.8737998
2.315874e+09	-62.899349	-63.657028	7.6750689
2.3159401e+09	-62.897629	-63.682949	7.9235868
2.3160059e+09	-62.89587	-63.673481	6.4897022
2.3160719e+09	-62.893921	-63.74131	6.4361281
2.316138e+09	-62.891861	-63.443619	7.3816252
2.316204e+09	-62.89035	-63.518002	7.7757668
2.3162701e+09	-62.888641	-63.822491	8.3105211
2.3163361e+09	-62.8866	-63.7621	7.0912242
2.3164019e+09	-62.884392	-63.495911	5.6176472
2.316468e+09	-62.882721	-63.679138	7.796361
2.316535e+09	-62.88126	-63.622551	7.3256721
2.3166011e+09	-62.87923	-63.697632	7.7023778
2.3166669e+09	-62.87735	-63.545132	5.8709998
2.3167329e+09	-62.875221	-63.740849	8.727643
2.316799e+09	-62.87315	-63.56385	8.4799614
2.316865e+09	-62.87191	-63.814461	8.6470261
2.3169311e+09	-62.86911	-63.520611	8.5156879
2.3169971e+09	-62.867779	-63.729801	6.4175072
2.3170629e+09	-62.865479	-63.703281	7.6261988
2.317129e+09	-62.864128	-63.612579	7.2743621
2.317196e+09	-62.861759	-63.488079	7.2823501
2.3172621e+09	-62.85997	-63.349049	6.851027
2.3173279e+09	-62.85817	-63.494541	7.6214938
2.3173939e+09	-62.85598	-63.840778	7.1139178
2.31746e+09	-62.853939	-63.667992	7.066328
2.317526e+09	-62.852692	-63.510651	7.1026068
2.3175921e+09	-62.85006	-63.560951	7.0875869
2.3176581e+09	-62.848122	-63.59391	7.670373
2.3177239e+09	-62.84623	-63.643841	4.8824039
2.31779e+09	-62.844719	-63.443321	6.535625
2.317857e+09	-62.84256	-63.759769	7.620111
2.3179231e+09	-62.840099	-63.469028	7.5012522
2.3179891e+09	-62.83852	-63.594749	7.1928382
2.3180549e+09	-62.836479	-63.316139	6.8902512
2.318121e+09	-62.834011	-63.51553	7.5845971
2.318187e+09	-62.832279	-63.445679	7.8755732
2.3182531e+09	-62.829979	-63.4338	6.8931532
2.3183191e+09	-62.82811	-63.46357	6.010253
2.3183849e+09	-62.825989	-63.42334	6.3198652
2.3184509e+09	-62.823471	-63.354431	7.1786618
2.318518e+09	-62.821468	-63.748569	8.3814774
2.3185841e+09	-62.820049	-63.665218	3.6988809
2.3186501e+09	-62.817509	-63.872391	5.6697898
2.3187159e+09	-62.815922	-63.5364	7.1726542
2.318782e+09	-62.813469	-63.186989	6.4012618
2.318848e+09	-62.81118	-63.29039	8.5600281
2.318914e+09	-62.809238	-63.587929	7.5333371
2.3189801e+09	-62.8064	-63.58366	8.6666632
2.3190459e+09	-62.805061	-63.280399	7.6392689
2.3191119e+09	-62.803108	-63.334702	7.7482271
